p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, label 
8.464009,8.314148,8.166578,7.714364,6.038106,7.133639,7.282935,7.099079,7.042372,5.890278,3.392182,4.762843,2.744752,2.228535,1.450557,2.488033,3.550705,1.902206,2.017806,2.234747,one 
7.875713,7.312844,7.621730,7.432416,5.465886,6.726527,6.762059,7.248493,7.432987,5.717390,3.314752,4.917974,1.875463,2.209443,1.148019,2.768354,3.279789,2.515986,2.249892,2.219677,one 
8.682681,6.847914,7.303963,7.269281,5.730211,6.193347,6.916781,6.424852,6.119262,5.580985,3.049783,3.169604,2.173034,1.842599,1.331205,2.546019,3.030665,1.984019,1.453535,2.078639,one 
8.123914,7.331869,7.132480,7.079419,5.182808,5.923416,6.178550,6.516738,6.400790,5.239757,3.072745,3.544185,2.552556,1.924051,1.227468,2.706540,3.242225,1.795769,1.840235,1.657233,one 
7.956413,5.821526,6.564732,7.074968,5.055289,6.016441,6.323354,5.975274,6.790518,5.253619,3.303858,4.133043,2.775604,2.479245,1.293411,2.868948,3.081332,1.938501,2.130651,1.980586,one 
8.763508,7.784817,8.195432,8.406045,6.614162,7.753983,7.386352,7.699031,7.239731,6.370102,2.717034,5.154949,2.410631,2.212799,1.496552,2.428650,3.010686,2.473945,2.055378,2.656684,one 
8.708665,8.470709,8.553118,8.885725,6.479214,8.071143,7.395791,7.800693,7.587181,6.793800,3.187197,5.569533,2.885890,2.381119,1.366892,2.544893,3.471450,1.970503,2.263936,2.078406,one 
8.439504,9.028080,9.014573,9.212642,6.453438,8.016408,7.619381,8.093323,7.767573,7.032242,3.126016,5.708771,2.357280,2.240319,1.511354,2.649004,3.590119,2.172067,2.309077,2.099234,one 
8.132165,4.763796,6.890718,6.343133,6.069618,5.613728,6.710796,5.816058,6.511410,5.925412,3.443062,3.130690,2.490450,2.357539,1.422158,2.649759,3.209857,1.607405,1.753766,1.507160,one 
8.820440,5.908766,6.325404,6.488288,6.185757,5.962000,6.049770,5.964638,6.222302,5.714569,2.390971,1.960869,1.868092,2.246084,1.436553,2.674646,2.543648,2.728794,1.716129,2.368335,one 
8.035049,7.461868,7.874653,8.571515,5.785764,7.438307,7.077631,7.149230,7.454789,6.456691,3.939889,5.293824,3.012619,2.893170,1.621982,2.962576,3.671108,1.885505,2.528355,2.244556,one 
8.539419,8.039454,8.286472,8.437218,6.557183,8.032303,7.884715,7.576736,7.511857,6.415927,3.193376,5.518735,2.305242,2.152952,1.311471,2.395420,3.238746,2.527892,2.094975,2.572666,one 
8.194449,8.090572,7.728188,8.347562,6.207793,7.121489,6.688183,7.658232,7.948805,6.643434,3.265279,5.130530,2.476172,2.407524,1.861121,3.113703,2.734690,3.011929,2.542259,2.562418,one 
7.993267,5.324056,6.548704,7.211293,5.648434,6.053279,6.783537,5.820090,6.494561,5.641709,3.296286,4.089113,2.776969,2.217769,1.409564,2.696938,3.018589,2.123910,1.822352,1.875550,one 
7.467136,6.877552,7.167620,7.535018,5.376396,6.075741,6.227543,6.366566,7.116625,5.702121,3.362355,4.311568,2.538303,2.352784,1.379976,2.862962,3.610979,2.288882,2.388558,2.032795,one 
8.856777,9.036260,9.709783,9.836294,7.541977,8.758412,8.370346,8.483776,8.698807,7.688876,3.256975,6.982838,2.735235,2.784546,1.659378,2.700568,3.719732,2.695291,2.340849,3.005134,one 
8.489951,6.963934,6.963561,7.633636,4.925519,6.805626,6.772471,6.254388,7.135657,5.468760,2.954332,4.727032,2.597001,2.012880,1.133262,2.583010,3.141839,1.508991,1.767709,1.524364,one 
8.581379,7.247115,8.235300,8.164515,6.403338,7.412176,7.420666,7.440238,7.323307,6.319623,3.386319,5.467116,2.887860,2.715959,1.486325,2.962334,3.666538,1.829913,2.201566,2.570704,one 
8.644582,8.168024,8.231245,7.756689,5.916922,6.910526,7.355357,7.039768,6.843644,5.659617,3.006871,4.127893,2.452378,2.142876,1.356156,2.449267,3.147430,2.242168,1.934584,2.215670,one 
8.379745,6.870676,7.446849,7.852900,5.371007,6.279806,6.593933,6.376868,6.596384,5.541452,3.170710,3.823314,2.592146,2.061954,1.303684,2.714144,3.232796,1.590853,1.585547,1.810223,one 
8.646341,6.606853,8.032304,7.612072,6.342622,6.998076,7.233853,6.956748,7.028893,5.969333,3.485366,4.962635,2.670707,2.411395,1.473270,2.723010,3.345832,1.849393,1.977426,2.149688,one 
9.335970,7.378349,8.441076,8.570129,7.274334,8.064626,7.933901,7.938040,7.546503,7.115293,2.974338,5.518293,2.891601,2.723162,2.008233,3.006221,3.594982,2.700142,2.401489,2.896331,one 
8.728224,6.728402,8.407435,8.626005,7.232167,8.470271,8.211832,8.245661,8.295275,7.065349,3.977091,6.549606,2.990662,3.279762,1.943062,3.340187,3.321978,3.077762,2.676962,3.029959,one 
8.388236,6.851276,6.696734,7.871273,5.614066,6.643463,6.713976,5.999179,7.095966,5.663392,3.153748,4.407151,2.574947,2.531065,2.664525,3.294480,2.437227,3.600834,2.443742,3.840689,one 
7.994358,7.112851,7.649583,8.064072,5.796946,6.962511,6.767846,7.120426,6.979515,5.747245,3.738765,4.688603,2.474094,2.921965,1.512665,3.229195,3.025001,2.393329,2.023245,2.833145,one 
7.957109,6.577553,7.032994,7.359033,5.589180,6.341036,6.450288,6.389340,6.392859,5.276636,3.698647,3.555165,2.653103,2.305221,1.330842,2.732797,2.822248,2.088493,1.756725,2.148405,one 
8.011340,7.835500,8.376958,8.761514,6.596693,7.796252,7.500913,7.831771,7.655298,6.468295,3.594673,6.046913,2.575164,2.717213,1.569862,2.991978,3.500242,2.724017,2.721515,3.458000,one 
7.711991,6.439347,7.807140,7.946153,6.351535,7.249793,7.226017,7.437947,7.224405,5.977492,4.401624,5.648013,2.736232,3.545789,2.048655,3.589142,3.458039,3.095168,3.122986,3.874111,one 
7.896574,6.414010,7.318029,7.767196,6.498639,7.034599,6.710418,7.285735,6.929797,6.090260,3.772893,5.084422,2.852628,2.529098,1.632662,2.889658,3.337011,1.830256,2.280331,2.027020,one 
8.156278,6.977426,7.221272,7.684515,5.723365,6.898628,6.649619,6.910319,6.690499,5.524555,3.693664,4.562996,2.841360,2.644695,1.518014,2.935252,3.303804,1.838598,2.066242,2.130403,one 
8.472563,4.941948,7.713870,8.304646,6.673589,7.848400,7.636265,7.619701,7.908228,6.879364,3.524655,6.154292,2.627557,3.121231,1.999977,3.384995,3.064082,2.675180,2.586382,3.016612,one 
8.611598,7.362052,7.141322,8.102837,6.071136,7.579677,7.081211,6.952885,7.910861,6.604620,2.548196,5.478178,2.447207,2.055358,1.153105,2.512693,3.201447,2.043221,2.030020,1.714915,one 
8.574299,7.106263,7.568173,7.833092,6.515450,7.674701,7.471673,7.502183,8.138196,7.090299,3.919508,5.615732,2.795732,2.925413,1.263939,3.000816,3.887058,2.353453,2.776589,2.420099,one 
9.049385,7.631038,7.872617,8.537179,6.923599,8.279498,8.027329,7.896140,8.729134,7.385192,3.581210,6.147091,2.307023,2.929555,1.688665,3.451216,3.569020,2.850893,2.700111,2.978251,one 
8.504103,6.530336,8.439216,8.481563,6.534859,7.905791,7.702693,7.637442,7.898400,6.372879,3.977310,6.546152,2.771504,3.485792,2.058542,3.637795,3.700313,2.658294,2.968053,3.246544,one 
8.339318,8.001732,8.189680,7.952159,5.845358,6.953856,7.027143,7.953276,7.456499,6.231335,3.284779,5.017000,2.316021,2.109909,1.228530,2.801714,3.728168,2.036638,2.344963,1.831615,one 
8.046236,5.714557,6.641610,7.169752,5.283526,5.950822,6.098905,6.126451,6.508309,5.550927,3.166305,3.293998,2.100744,2.310652,1.194952,2.800400,2.766867,2.384737,1.907423,2.293059,one 
9.118626,8.461592,8.983276,8.501529,7.373887,8.555868,8.276113,8.999553,8.954861,7.881784,3.496200,6.436568,2.524606,2.496295,1.840979,2.673272,3.378345,2.706928,2.733844,2.597440,one 
9.045505,8.289933,8.690656,8.246858,6.782507,8.099733,8.252328,8.035504,8.378405,7.119689,3.603779,6.241026,2.979235,2.389634,1.373575,2.694335,4.081177,1.912583,2.188997,2.050831,one 
8.028359,5.065729,7.188664,7.849631,6.318064,7.137642,6.990624,7.107529,7.329258,6.411903,3.617321,5.521037,2.642207,3.070922,1.595633,3.430010,3.125615,2.559410,2.158451,2.741136,one 
8.487117,8.120160,8.117065,8.615369,6.584924,8.109451,7.172210,8.277979,8.396668,7.030699,3.659969,6.026040,2.202325,2.544228,1.932684,2.859055,3.340420,3.082315,2.788276,3.246113,one 
8.721540,7.124241,7.958383,7.487290,6.230238,6.891273,6.808148,7.364466,7.780471,5.943514,4.116120,5.464806,2.414855,2.158491,1.815511,3.282754,4.410654,2.607419,2.729475,3.231244,one 
8.038793,6.557016,7.980564,8.127832,6.451696,7.519445,7.462699,7.552900,7.786431,6.281498,4.078329,6.262869,2.947648,3.427708,1.776106,3.647708,3.380028,2.411497,2.646582,2.972476,one 
8.728256,7.947849,7.516947,8.437053,5.982235,7.033880,7.152240,6.399799,6.536780,5.827546,2.847548,3.412002,2.622509,2.118277,1.408899,2.443749,3.033131,2.239403,1.767270,2.297821,one 
10.053851,8.403186,10.505203,10.704702,9.264772,9.874467,9.123794,10.834411,10.139010,9.428559,5.513915,9.318111,4.668851,4.055902,3.350616,5.214081,6.135839,4.155392,4.880471,4.959567,one 
8.437025,8.205891,8.742760,8.118950,6.864145,7.285689,7.472592,7.424158,7.389148,6.238221,3.308614,5.566193,3.102544,2.606918,1.579553,2.520190,4.023816,1.834678,1.889326,2.151754,one 
7.986075,8.653642,7.733994,8.705391,7.425524,7.955766,7.114412,8.403984,8.292754,7.333431,3.267105,5.951777,1.930754,2.744877,1.751202,3.404458,3.454643,3.172579,3.008731,3.541865,one 
8.711653,7.837537,7.708761,9.051290,6.979039,7.500207,6.796668,7.194654,7.048176,6.913329,2.624723,3.959841,2.595348,1.830803,1.543153,2.602770,3.497611,1.705768,1.785783,1.977611,one 
7.783649,7.336784,7.432483,8.656489,6.566979,6.818785,6.423116,7.063370,7.441249,6.664409,2.625041,4.946062,2.355522,2.496671,1.424600,3.274681,3.029656,2.662888,2.205671,2.784474,one 
8.962414,7.667807,7.919764,8.101740,6.494168,7.844256,7.844333,7.726106,8.352668,6.693201,3.801622,5.523104,2.160479,2.388911,1.340102,3.041443,3.581353,2.440824,2.342525,2.819547,one 
7.996090,7.221967,6.769448,7.820701,5.835959,6.876379,6.425191,7.223552,7.459101,6.333009,3.059261,4.569165,2.012310,1.946870,1.212065,2.492344,2.926554,2.602201,1.875233,2.498488,one 
8.020313,8.426816,8.018223,7.545343,5.840385,6.787652,6.795053,7.665634,7.341055,6.100760,3.096443,4.695126,2.069064,1.949840,1.371199,2.631209,3.288734,2.129793,2.121019,2.187598,one 
8.450973,8.034938,7.176457,7.408515,5.696565,6.477488,6.667406,6.513942,6.917804,5.854421,2.807046,3.776272,2.258196,1.833227,1.278536,2.559670,2.781396,1.957149,1.587090,2.037223,one 
9.034225,8.306698,8.816416,9.987812,7.521544,8.753651,7.519413,8.295132,8.492111,7.881501,3.453800,6.750873,3.841277,3.458468,2.431681,3.066599,4.530814,2.250286,2.605564,2.765043,one 
8.064157,6.113792,6.361792,7.105598,5.110819,6.024494,6.204015,5.930416,6.437779,5.206390,2.663751,3.923654,2.541586,2.055949,1.264600,2.600153,2.976195,1.739129,1.837208,1.224677,one 
8.631837,7.944745,7.783927,9.067798,7.078673,7.639553,6.748533,7.421557,7.003256,6.849359,2.712028,4.469871,2.685769,1.919327,1.662517,2.722776,3.481356,1.776167,1.834833,1.802445,one 
9.272078,7.860088,8.151118,9.845704,7.685123,9.059366,7.985582,8.122736,8.469121,7.946229,3.477057,6.595441,3.628369,3.210909,1.946855,2.892261,4.335074,2.530149,2.130060,2.914095,one 
9.051598,8.200791,8.182438,9.706263,6.834014,8.758488,8.290375,7.668637,8.048815,7.352081,2.840062,5.878064,2.722402,2.463679,1.289541,2.528556,2.980333,2.451310,2.357103,2.811796,one 
7.955816,7.647302,6.829374,7.522260,6.234411,6.470837,6.140483,6.694564,6.665941,5.851885,2.773830,3.515717,2.081490,2.018633,1.485308,2.918414,3.170094,2.062879,2.398477,2.347541,one 
8.440444,7.571513,7.580113,8.181908,6.287719,6.734825,6.674359,6.855080,6.692341,6.180745,2.677241,4.385113,2.147190,1.921744,1.373991,2.952623,2.964040,1.906068,1.771137,1.872766,one 
8.994942,8.139079,7.818098,9.111469,6.907687,7.792940,7.229504,7.657024,6.946218,7.017106,2.688281,4.400465,2.623413,1.948412,1.519449,2.536562,3.377416,1.720545,1.793515,1.947668,one 
8.993812,7.825061,7.789566,8.454347,6.594800,8.221764,7.485146,7.660254,8.303158,6.771454,2.961432,5.922382,2.153010,2.166442,1.444228,2.777022,3.294479,2.301196,2.461515,2.810639,one 
9.120437,7.857511,7.958425,8.252992,6.274479,8.013489,7.747034,8.237620,8.108618,7.012231,3.479323,5.775589,2.439264,2.357899,1.409386,3.019036,3.548277,1.965386,2.452806,1.835866,one 
7.949769,6.827152,6.744151,7.101902,5.652823,6.052791,5.801271,6.734022,6.678640,5.915742,2.616435,3.949811,2.135697,1.920893,1.270473,2.641949,2.348922,2.371342,1.791800,1.986483,one 
8.399146,5.989608,6.983204,8.277708,5.224286,7.231447,6.463596,7.268277,7.163003,6.057835,3.365338,4.997328,2.377696,2.304612,1.623734,2.506939,3.098413,2.253668,2.059530,2.644632,one 
7.017008,6.315189,6.643832,7.405819,5.529302,6.228394,6.101490,6.407243,6.852698,5.508069,4.001067,4.886876,2.790438,3.053359,1.932233,3.369780,3.542432,3.156595,2.979042,3.297279,one 
8.466950,6.496706,7.780047,8.794511,6.143827,7.820091,7.180504,8.192294,7.825708,6.697886,3.948986,6.151952,2.631423,2.659379,2.119229,2.917610,3.359469,2.905566,2.617702,3.547166,one 
8.241575,6.561179,7.097912,7.803558,6.022975,7.439849,6.806434,7.354292,7.801484,6.391956,3.772061,5.448777,2.565744,2.446901,1.355689,2.977229,3.480002,2.634644,2.442084,2.574991,one 
8.543398,6.899830,7.540414,8.949904,6.231680,7.920010,6.932859,8.382328,7.834549,6.879482,3.524702,5.931802,2.537484,2.699023,1.667980,2.937265,3.518674,2.331607,2.534103,3.419978,one 
8.523708,7.963669,7.531976,7.755973,5.980242,6.645638,6.075363,7.086136,6.752550,5.895738,2.377135,4.065306,2.160840,1.861607,1.327509,2.162390,2.177117,1.821417,1.654517,1.477472,one 
8.445735,6.545404,8.106659,8.005586,7.074295,7.440827,7.584467,8.714280,7.863167,6.888087,3.935815,5.782857,3.043548,3.303649,2.238906,3.108109,3.177420,3.341254,2.936424,4.316463,one 
7.675476,6.362890,7.559392,8.663105,6.328164,7.213588,6.236231,7.433979,7.723082,6.828835,3.405584,6.142909,3.032775,2.966650,1.726802,2.983708,3.583265,2.560809,2.757690,2.678325,one 
8.568939,7.164637,8.682135,8.726694,7.120434,8.304527,7.704426,8.541504,8.839107,7.892357,3.454267,7.436797,2.853123,3.303550,1.886675,3.403372,4.053837,2.291582,3.308060,2.963643,one 
8.164009,6.498133,6.980329,8.478157,5.417409,7.210321,6.525751,7.248955,7.578914,6.193103,3.586929,4.932223,2.526465,2.570405,1.421731,2.815000,3.041398,2.410960,2.208783,3.082189,one 
8.590028,7.483202,8.172848,9.345076,6.904537,8.385971,7.609461,8.169870,8.017195,7.253644,3.876865,6.460755,3.034188,3.100758,1.664004,3.290210,3.685043,2.382582,3.066578,3.279951,one 
7.768085,7.940640,7.553967,7.949680,6.158742,7.198217,6.969227,7.557365,7.775709,6.289201,3.371935,4.925491,1.882181,2.081822,1.378852,2.696577,3.334705,3.121121,2.229012,2.889171,one 
8.695025,6.529069,7.061327,7.386171,5.948169,6.664612,5.712072,7.189228,6.747380,5.821376,2.867090,3.465117,1.892592,2.121796,1.762670,2.234448,1.901700,2.632773,1.974809,2.567085,one 
8.191493,6.780492,7.179420,8.302708,5.937695,7.372571,7.044797,7.644211,7.551100,6.331571,3.991363,5.292586,2.739005,2.926649,1.786638,3.016402,3.001850,3.188238,2.700558,3.870002,one 
7.843737,5.405920,6.526866,6.643312,5.447978,5.222220,6.215405,5.813535,6.153219,5.554480,3.112221,2.250908,2.460272,2.355691,1.445904,2.781683,2.806745,2.125553,1.893357,2.034110,one 
8.864442,6.982208,8.182884,8.847984,6.679815,8.058338,7.790735,8.208418,8.014053,6.997618,3.742097,6.328393,2.551299,3.290549,1.645126,3.371745,3.309902,2.886698,2.980582,3.776342,one 
8.282621,6.491206,6.824794,7.789736,5.937910,6.665666,6.446653,7.136840,6.785851,6.099006,3.136321,3.939738,2.160284,2.389741,1.496220,2.917493,2.628027,2.413241,2.283291,2.884251,one 
8.973954,6.486382,7.748847,8.396277,6.507415,7.891679,7.475995,7.769559,7.929737,7.026030,3.570359,6.100743,2.834437,3.199976,1.875551,3.015363,3.654591,2.966390,2.551817,3.475876,one 
8.716086,6.205098,7.784338,7.149159,6.577472,6.579584,7.181523,5.865858,7.464509,6.261177,3.155924,3.976064,2.206747,2.146711,1.673107,2.493971,3.779661,2.218654,1.580219,2.156049,one 
9.270644,7.141790,8.360465,9.545997,7.734816,9.031848,8.578643,9.237645,8.534284,7.964599,3.633098,6.860473,2.958009,3.097215,2.277637,3.093935,3.219229,3.604394,3.626932,4.249807,one 
8.520388,7.816031,7.967792,8.945533,6.974933,7.892581,7.775614,8.687486,7.805541,6.963894,3.966869,5.529458,2.743765,2.966092,1.905119,3.072663,2.925895,3.324308,2.813363,4.251780,one 
8.632331,6.167849,6.754033,7.053794,5.313282,6.628281,6.831382,6.632913,7.106924,5.770623,3.542597,4.520030,2.561610,2.287339,1.486681,2.880427,3.236560,2.006823,1.969026,1.805350,one 
8.527833,7.229782,7.325599,7.575446,5.847995,6.892911,6.539916,7.358703,7.383457,6.250033,3.395253,4.802051,2.101603,2.172930,1.513050,2.582420,2.772156,2.599150,2.081799,2.541169,one 
8.340515,6.533545,6.693207,7.420810,5.611013,6.079419,6.268786,5.696906,6.228104,5.323444,2.471496,2.393659,2.097343,1.925997,1.202275,2.669396,2.596187,2.161416,1.529398,2.113525,one 
8.580617,6.732626,6.941485,7.496884,5.897093,7.021108,6.889733,6.987240,7.705159,6.190531,3.291021,4.717440,2.316325,2.530928,1.349643,3.085330,3.135830,2.663451,1.991769,2.540600,one 
8.662699,7.088787,7.582012,6.862428,5.893148,6.472902,7.354886,6.343875,6.718786,5.533464,3.291919,3.972997,2.417850,2.174901,1.266990,2.398009,3.439345,1.737336,1.717396,1.556920,one 
8.292569,5.941076,6.865772,6.741823,5.200141,5.728507,6.346954,6.200836,6.599555,5.273079,3.403820,4.391262,2.558541,2.443583,1.524161,2.964773,3.288696,2.250508,2.240008,1.960225,one 
7.625468,7.084161,6.774839,7.106083,5.779784,6.280002,6.023993,6.787374,6.905088,5.739203,3.695223,4.712344,2.586961,2.919438,2.153554,3.304136,3.510041,3.266846,2.808997,3.589023,one 
8.043715,7.962793,8.130923,7.455407,5.983601,6.206736,7.051194,6.726803,6.752980,5.686806,3.144707,4.273448,2.428688,1.962579,1.556043,2.737269,3.479520,1.943539,1.612341,1.825715,one 
7.618142,6.685484,7.397350,7.142981,5.652247,5.973255,6.503377,6.576392,7.117009,5.364863,3.044244,4.452044,2.073198,1.852649,1.300230,2.398240,3.410309,2.046443,1.698119,1.466516,one 
7.954796,6.877493,6.828566,7.283366,4.932249,6.037431,6.250429,6.260784,6.549341,5.168459,3.232584,3.712442,2.593160,2.222504,1.240897,2.771523,3.289832,1.959984,1.829868,2.008328,one 
8.126049,5.407013,6.241798,6.568117,5.059549,5.738728,5.944391,6.061473,6.453155,5.078446,3.191730,3.203637,2.239288,2.120477,1.105335,2.543748,2.670268,2.166939,1.648719,1.933651,one 
9.064629,6.892626,7.930564,8.691609,7.071877,8.608309,7.952896,8.083040,8.460055,7.150870,3.784318,6.436968,2.803040,2.855960,1.566223,3.190566,3.355839,2.568727,2.566327,2.844685,one 
8.115855,6.223514,6.705044,6.874922,5.247855,6.271934,6.370960,6.574739,7.148158,5.551934,3.304436,3.968694,2.158054,2.183260,1.367495,2.737266,3.124115,2.373105,1.939779,2.076818,one 
8.544856,5.974610,7.109118,6.754687,5.696143,6.370624,6.876288,6.474624,7.251466,5.759839,3.476347,4.364208,2.239194,2.271259,1.273647,2.733383,3.355868,2.142542,2.038598,2.142352,one 
8.313424,5.239737,6.779743,6.999958,5.808129,6.544218,6.623724,6.627368,7.090131,5.665577,3.335121,4.004187,2.081773,2.183855,1.372681,2.543983,3.099093,2.311119,1.799098,2.337426,one 
8.127400,5.105114,6.791278,6.587947,5.754851,6.015381,6.380767,6.148870,6.812202,5.563572,3.549606,3.823563,2.404104,2.409104,1.497197,2.442938,3.259948,2.524171,1.977820,2.126545,one 
8.557857,7.574263,8.266885,8.450117,6.745840,7.888216,7.625918,8.035895,8.458593,7.455510,3.477625,6.038175,2.859403,2.848134,1.420232,2.942398,3.794586,2.715679,2.484645,2.650276,one 
8.185398,6.462450,6.787876,7.456404,5.265896,6.513498,6.442074,6.577809,7.169242,5.652555,2.959942,4.311878,2.279445,2.016592,1.030032,2.793403,3.340877,2.197844,1.790260,1.750636,one 
8.371710,4.338209,6.339203,7.424651,5.899243,6.609769,6.191656,6.838124,6.857392,6.049109,2.830731,4.093222,2.435270,2.416189,1.353950,2.629239,2.034941,2.462612,2.130651,2.343217,one 
8.836807,4.909439,6.721005,6.343819,6.211245,6.216464,6.995958,6.319949,6.459326,5.872156,3.232444,2.368558,2.318327,2.134423,1.276039,2.459930,2.737339,1.960952,1.701010,1.516586,one 
8.116133,5.732988,6.482151,6.781513,4.986056,5.751028,6.540576,5.734539,6.444913,5.186385,3.121496,3.330687,2.503069,2.202472,1.142269,2.606923,2.893915,2.012970,1.751511,1.716877,one 
8.258896,5.423435,6.542909,7.272331,5.353578,6.376622,6.376142,6.005625,6.695186,5.286413,3.274384,3.973720,2.316650,2.159008,1.385099,2.666273,2.973730,2.387096,2.021458,2.326780,one 
8.090162,7.293670,7.372712,7.881572,6.383828,6.649699,6.652799,6.908533,6.603094,5.719409,2.781755,4.222431,2.136925,2.061246,1.908259,2.995137,2.992882,2.288202,2.123445,2.610438,one 
8.079216,6.171295,6.985607,7.143742,6.179398,6.185562,5.834472,6.622792,6.783359,5.813435,2.770912,3.049229,1.932804,2.068968,1.048072,2.130638,2.939558,1.891339,1.857422,1.753498,one 
